Region,Country,Location,Course,Play,Type,Date,NumberHoles,Architect,Budget,Budget2,Construction,ETA,Year,TypeOfJob,Status,Current,History,DataCurated,Latitude,Longitude,Website,YouTube,Instagram,InstaCaption,Acres,Comments,YouTubeCaption,Twitter,TwitterCaption
N America,USA,Florida,Orangebrook,Govt.,Public,2026,,Rees Jones,,,QGS,,1933,Renovate,Drawing boards ,,Ewing,2023-03-23,26.006221,-80.175966,https://www.naiopsfl.org/prestigious-golf-course-redevelopment-opportunity-in-hollywood-florida,,,,,GCF PPG Chip Abele Ari Pearl,,,
N America,USA,Florida,Orchid Island,Once,Member,2023,,Brandon Johnson,,,,,,Renovate,Open,,Arnold Palmer,2023-11-07,27.7741714,-80.4053581,https://veronews.com/2023/07/13/orchid-island-golf-beach-club-getting-20m-in-upgrades/,,,,,,,,
N America,USA,Florida,Palmetto Pine CC,Holiday,Public,2024,,Sanford Ferris,,,Pete Mosley,ETA Jan 2024,,Renovate,Construction,,Arthur Hills,2023-06-04,26.6139839,-81.9984558,https://palmettopinecc.com,,Sanford_Golf,Green Floor,,,,,
N America,USA,Florida,Parkland G&CC,Once,Member,2024,,Greg Letsche,,,Heritage Links,,,Renovate,Construction,,Greg Norman,2023-07-25,26.3277355,-80.2602713,https://www.fb.me/ThePGCC/,Nx3QF1E93Aw,heritage.links,Green Gravel Layer,,Capillary Bunker,Forward tees,heritage_links/status/1673774278813134850,subgrade prep
N America,USA,Florida,PGA Golf Club Wanamaker,Once,Member,2025,,Tom Fazio,,,Classic Golf,,,Renovate,Drawing boards ,,,2023-12-07,27.3097433,-80.5943637,https://pgavillage.com,,,,,,,,
N America,USA,Florida,Pines Crossing,Member,Member,2023,,Lutzke Shaw,$6M,,,,,Restore,Open,,Joe Lee,2023-01-29,27.6418916,-80.3775635,https://grandharbor.com,,,,,,,CRLutzkeGolf/status/1605596246328184832,Indian River
N America,USA,Florida,Polo Boca Raton,Once,Member,2023,,Drew Rogers,,,,,,Renovate,Open,,,2023-05-12,26.4195597,-80.1307492,https://www.poloclub.net/amenities,,,,,,,,
N America,USA,Florida,Ponte Vedra Lagoon,Once,Member,2023,,Bobby Weed ,,,MacCurrach,,,Renovate,Open,,RTJ Sr. Joe Lee,2023-10-25,30.2419806,-81.3820082,https://golfcoursearchitecture.net/content/bobby-weed-returns-to-ponte-vedra-to-renovate-the-lagoon-course,,,,,,,,
N America,USA,Florida,Preserve Ironhorse,Once,Member,2023,,Rees Jones,,,Bryce Swanson,,,Renovate,Open,,Arthur Hills,2023-10-18,26.7852688,-80.105489,https://preserveatironhorse.com,wL-FQcHhc2Y,,,,ASGCA,West Palm,,
N America,USA,Florida,Rio Pinar,Once,Member,2023,,Carlton Marshall,,,,,,Renovate,Open,,Mark Mahannah,2023-10-18,28.5256391,-81.2681886,https://www.riopinar.com,,,,,,,,
N America,USA,Florida,River Run Golf Links,Govt.,Public,2026,,,$7.2M,,,,,Rebuild ,Drawing boards ,,,2023-12-12,27.4819598,-82.5310223,https://www.heraldtribune.com/story/news/local/2023/12/04/bradentons-city-owned-river-run-golf-links-at-crossroads-report-says/71764619007/,,,,,NGF Consulting,,,
N America,USA,Florida,Saddlebrook,Once,Member,2024,,,,,,,,Renovate,Drawing boards ,,,2023-03-01,28.2273673,-82.3326111,https://www.golfpass.com/travel-advisor/articles/florida-golf-course-news-2023,,,,,,,,
N America,USA,Florida,Saltleaf Golf Preserve,Once,Member,2023,,Harry Bowers Ray Floyd,,,Heritage Links,,,Rebuild ,Open,,,2022-11-17,26.4063454,-81.8383345,https://saltleaf.com/golf-preserve/,d43wsoII6DY,,,,Raptor Bay,,TimAtenKnows/status/1537454955770126340,London Bay
N America,USA,Florida,Sara Bay CC,Once,Member,2023,,Kris Spence,,,Toal Turf Golf,,,Renovate,Open,,,2023-05-30,27.4155525,-82.5700251,https://www.sarabaycc.org/Golf/Golf_Course_Restoration_and_Master_Plan,,gunnermerring,Superintendent,,Bimini Bermuda Regrass,,,
N America,USA,Florida,Scenic Hills,Holiday,Public,2024,,Nathan Crace,,,Sports Contractors Unlimited,,,Renovate,Open,,,2023-07-08,30.5432398,-87.2356051,https://scenichills.com,,scenichillscc,scenichillscc,,,,,
N America,USA,Florida,Shell Bay,Holiday,Public,2023,,Norman Danner,,$220M,Toal Turf Golf,,,Rebuild ,Open,,,2023-10-05,25.991535,-80.128918,https://golf.com/travel/shell-bay-1-million-join-what-you-get/,,,,,Auberge,,,
N America,USA,Florida,St. Johns,Once,Holiday,2023,,Erik Larsen,$8M,,Wadsworth,,,Renovate,Open,,,2022-11-28,29.801024,-81.384261,https://www.jacksonville.com/story/sports/golf/2022/11/11/erik-larsen-renovation-st-johns-golf-club-unveils-nov-29/8253287001/,rPeaIJR-6b4,,,,,Municipal Course,,
N America,USA,Florida,St. Petersburg CC,Once,Member,2024,,,,,,,,Renovate,Drawing boards ,,A.W. Tillinghast,2023-10-03,27.7312452,-82.6634226,http://junglecountryclubhistoryproject.blogspot.com/p/blog-page.html,,,,,,,,
N America,USA,Florida,Stonebridge CC,Once,Member,2024,,Kipp Schulties,,,,,,Renovate,Construction,,,2023-08-19,26.2672438,-81.7784285,https://fescue.github.io/Stonebridge-Country-Club-Naples-Florida/,,,,,Bermuda Regrass,,,
N America,USA,Florida,Stoneybrook West GC,Once,Member,2023,,,$5M,,Kemper,,,Renovate,Open,,Arthur Hills,2023-11-16,27.2199332,-82.4789201,https://www.bizjournals.com/orlando/news/2023/09/04/stoneybrook-west-golf-club-reopens-winter-garden.html,,,,,,,,
N America,USA,Florida,Sugar Mill,Once,Member,2025,,Ron Garl,$6.5M,,South Florida Golf Renovations,ETA Nov. 2025,,Renovate,Ongoing,,Joe Lee,2023-09-10,29.0440124,-80.9874629,https://clubandresortbusiness.com/ongoing-sugar-mill-cc-restoration-ticketed-at-6-5m/,,,,,27 holes ,,,
N America,USA,Florida,Tara Golf & CC,Once,Member,2024,,Gordon Lewis,,,Toal Turf Golf,ETA Mar 2024,,Renovate,Construction,,,2023-07-02,27.4394597,-82.4793945,https://vimeo.com/824523523,,,,,,,mwilliamspgapro/status/1670068704904716288,PGA Pro
N America,USA,Florida,Tesoro Palmer,Once,Member,2023,,-,,,South Florida Golf Renovations,,,Renovate,Open,,Arnold Palmer,2023-04-10,27.2123684,-80.3286659,https://tesoroclub.com/tesoro-clubs-championship-golf-is-ready-to-return-to-glory/,,,,,,nz6yLS3ASkE,Jon Beckmann,
N America,USA,Florida,Tesoro Tom Watson,Once,Member,2024,,-,,,South Florida Golf Renovations,,,Renovate,Drawing boards ,,Tom Watson,2023-04-10,27.2123684,-80.3286659,https://tesoroclub.com/tesoro-clubs-championship-golf-is-ready-to-return-to-glory/,,,,,,,,
N America,USA,Florida,The Seagate,Once,Member,2023,,Drew Rogers,,,Toal Turf Golf,,,Renovate,Open,,Joe Lee,2023-12-05,26.4534174,-80.0615776,https://seagateclubs.hflip.co/seagate_golfrenovation2023.html,LSpNH8CujlM,,,,,Progress Report,JDRgolfdesign/status/1628772317303128066,Redesign
N America,USA,Florida,Vineyards North,Once,Member,2025,,Kipp Schulties,,,QGS,,,Renovate,Drawing boards ,,Bill Amick,2023-04-18,26.2289383,-81.7331683,https://www.gulfshorebusiness.com/gb_daily/golf-course-transformation-underway-at-vineyards-country-club-in-naples-area/,,,,,,,,
N America,USA,Florida,Vineyards South,Once,Member,2023,,Kipp Schulties,,,QGS,,,Renovate,Open,,Bill Amick,2023-12-14,26.2289383,-81.7331683,https://vineyardscountryclubnaples.com/golf-course-renovation/,_4wbzTIpKZI,,,,,Pro/Angle Bunker Sand,,
N America,USA,Florida,Vinoy GC,Public,Holiday,2027,,,,,,,,Renovate,Drawing boards ,,,2023-12-01,27.7780658,-82.6329093,https://www.vinoyclub.com/,,,,,,,,
N America,USA,Florida,Wakulla Sands,Govt.,Public,2024,,Dan Schlegel,$6.9M,,Wadsworth,,,Renovate,Construction,,,2023-06-17,30.1297314,-84.3644604,https://fescue.github.io/Wakulla-Sands-Golf/,,,,,,,wadsworth_golf/status/1669401113089458190,Effluent water
N America,USA,Florida,Waldorf Astoria,Public,Public,2024,,Rees Jones,,,,,,Renovate,Construction,,Steve Weisser,2023-04-11,28.3524317,-81.535184,https://reesjonesinc.com/courses/waldorf-astoria-golf-club/,,,,,Back 9,,,
N America,USA,Florida,Wildcat Run,Once,Member,2023,,Kris Spence,$8M,,Clark Construction,,,Renovate,Open,,Palmer Ed Seay,2023-11-22,26.4363535,26.4363535,https://www.wildcatruncc.com/,j1BHW4ZvXUo,,,,,Bimini,,
N America,USA,Georgia,Ansley Settindown,Once,Member,2026,,Tyler Rae,,,,,,Renovate,Drawing boards ,,,2023-05-07,34.1052846,-84.4198058,https://www.ansleygc.org/,,,,,,,,
N America,USA,Georgia,Atlanta Country Club,Once,Member,2023,,Beau Welling,,,Medalist Golf,ETA Dec 2023,,Renovate,Construction,,Bob Cupp,2023-04-11,33.9398113,-84.4280527,https://www.atlantacountryclub.org/,,,,,,,morrismojo1/status/1626238210119700481,Bunker Solution
N America,USA,Georgia,Augusta Municipal,Holiday,Public,2026,,TBA,,,,,,Renovate,Drawing boards ,,David Ogilvie,2023-04-06,33.4610955,-82.047495,https://www.golfthepatch.com/,XNKFIH0KsVY,,,,The Patch,Augusta National,,
N America,USA,Georgia,Augusta National Par 3,Member,Member,2023,,Tom Fazio,,,Landscapes Unlimited,,,Rebuild ,Open,,George Cobb,2022-12-03,33.502141,-82.0248216,https://golf.com/travel/augusta-national-par-3-course-makeover/,h5_ewpowY0A,,,,,,EurekaEarthPlus/status/1532675745193070593,Overhead
N America,USA,Georgia,Big Canoe,Holiday,Public,2026,,Bill Bergin,,,Sanders Golf,,,Renovate,Ongoing,,Joe Lee,2022-03-15,34.450163,-84.288792,https://www.bigcanoe.com/canoe-life/golf/,,,,,CapCon,,bergingolf/status/1440811880247816192,Images
N America,USA,Georgia,Cherokee Town CC - CC,Once,Member,2026,,Andrew Green,,,,,,Masterplan,Drawing boards ,,Lee Fazio,2023-02-03,33.9909628,-84.3654822,https://tarta.ai/j/GcNl4n0BWXL4xtS7zyDL-assistant-superintendent-in-sandy-springs-georgia-at-cherokee-town-and-country-club,,,,,,,,
N America,USA,Georgia,Cherokee Town CC - Town,Once,Member,2025,,Andrew Green,,,,,,Masterplan,Drawing boards ,,Joe Lee,2023-02-03,33.9909628,-84.3654822,https://cherokeetcc.org,,,,,,,,
N America,USA,Georgia,Coosa CC,Once,Member,2023,,Beau Welling,$5.5M,,,,,Renovate,Open,,George Cobb,2023-12-07,34.2559601,-85.1854469,https://www.coosacountryclub.org,,,,,,,,
N America,USA,Georgia,East Lake,Once,Member,2024,,Andrew Green,,,Shellene Elmore Total Turf,ETA Sept 2024,,Renovate,Construction,,Donald Ross,2023-12-03,33.74339,-84.3049501,https://www.eastlakegolfclub.com/,,,,,Scott Laughlin,,TOURChamp/status/1693733211049005565,2023 start
N America,USA,Georgia,Idle Hour,Once,Member,2024,,Michael Riley,,,,,,Renovate,Construction,,,2023-03-28,32.8651625,-83.7136502,https://www.idlehourclub.com/Home,,,,,007XL,,,
N America,USA,Georgia,Jekyll Island Oleander,Govt.,Public,2025,,Brian Ross Jeffrey Stein,$14M,,,,,Renovate,Drawing boards ,,Dick Wilson,2023-11-15,31.068624,-81.419837,https://thebrunswicknews.com/news/local_news/jia-to-obtain-bond-for-golf-improvement-funding/article_d647757a-874d-5813-b3eb-2d2d15e34130.html,,,,,63 holes,,,
N America,USA,Georgia,Jekyll Island Pine Lakes,Govt.,Public,2024,,Troy Vincent,$6M,,,,,Renovate,Drawing boards ,,Clyde Johnston,2023-11-15,31.068624,-81.419837,https://www.jekyllisland.com/authority/documents/golf-improvement-plan/,,,,,,,,
N America,USA,Georgia,Landings Palmetto,Once,Member,2023,,Bill Bergin,,,Duininck,,,Renovate,Construction,,Arthur Hills,2023-05-16,31.945224,-81.04894,https://www.landingsclub.com,,,,,,,bergingolf/status/1658925173494489090,Prep Work
N America,USA,Georgia,Lookout Mountain,Once,Member,2023,,Tyler Rae Kyle Franz,$12M,,,,,Restore,Open,,Seth Raynor,2023-06-30,34.973171,-85.3577286,https://lookoutmountain.club/HistoryOfGolfClub,IH7zyw_lNTI,lookoutmountainclub,Template hole,,,WDEF,TylerRaeDesign/status/1599488072562769920,Blueprint
N America,USA,Georgia,Ocean Forest,Once,Member,2023,,Beau Welling Chase Webb,,,Landscapes Unlimited,,,Renovate,Open,,Rees Jones,2023-11-03,31.2130055,-81.3204156,https://www.oceanforestgolfclub.com/#our-story,,,,,,,gcamagazine/status/1701960156827812280,USGA Agronomist
N America,USA,Georgia,Roosevelt Memorial GC,Holiday,Public,2027,,TBA,,,,,,Restore,Drawing boards ,,Donald Ross,2023-05-18,32.8882516,-84.6994872,https://fescue.github.io/Roosevelt-Memorial-Golf-Course,,,,,,,,
N America,USA,Georgia,The Standard Club,Once,Member,2024,,Tyler Rae,,,,,,Renovate,Drawing boards ,,Arthur Hills,2023-06-27,34.0562811,-84.1819584,https://www.standardclub.org/club-history,,,,,,,,
N America,USA,Georgia,Valdosta CC,Holiday,Public,2023,,Bill Bergin,,,Duininck,,1917,Rebuild ,Open,,Joe Lee,2023-10-03,30.886005,-83.3087186,https://www.valdostacc.com/Default.aspx?p=dynamicmodule&pageid=92&ssid=100140&vnf=1,,bergingolf,bergingolf,,,,bergingolf/status/1658608195340836866,Short Par 3
N America,USA,Hawaii,Makena South,Member,Member,2023,,In house,,,Discovery Land,,,Renovate,Open,,RTJ Jr.,2023-02-18,20.6449735,-156.4409151,https://www.makenainfo.com,,,,,,,,
N America,USA,Hawaii,North Shore Preserve,Holiday,Public,2023,,Discovery,,,Heritage Links,ETA Dec 2023,,Renovate,Open,,RTJ Jr.,2023-12-17,22.2210397,-159.4933617,https://northshorepreserve.com,,heritage.links,heritage.links,,Princeville Prince,,heritage_links/status/1611467910756683779,Danny Sapp
N America,USA,Idaho,Falcon Crest Freedom,Once,Member,2023,,Roy Crowe,,,Hans Borbonus,,,Renovate,Open,,George Totorica,2023-09-26,43.5035285,-116.3312797,https://falconcrestgolf.com,,,,,,,,
N America,USA,Idaho,McCall GC,Once,,2023,,David Druzisky,$3.7M,,,,,Renovate,Drawing boards ,,Graves,2021-12-20,44.915781,-116.08419,https://www.mccall.id.us/media/GOLF/McCall%20Golf%20Club%20Master%20Plan%20Text%208.31.20.pdf,,,,,,,,
N America,USA,Idaho,Osprey Meadows,Holiday,Public,2023,,RTJ Charlton,,,Landscapes Unlimited,,,Renovate,Open,,,2023-10-26,44.6681422,-116.1249207,https://tamarackidaho.com/golf-osprey-meadows/restoration-updates,,,,,,,RTJ2GolfDesign/status/1532783683836444673,Regrass
N America,USA,Idaho,River Club,Once,,2025,,Brian Curley,,,,,,Renovate,Drawing boards ,,,2023-01-28,43.660707,-116.274801,https://www.idahostatesman.com/news/local/community/boise/article271020742.html,,,,,Will Gustafson,,,
N America,USA,Illinois,Canal Shores,Govt.,Public,2024,,Todd Quitno,$5.9M,,Wadsworth Doug Myslinski Matt Lohmann Mario Salas,ETA June 2024,,Renovate,Construction,,Bendelow,2023-08-14,42.062954,-87.6887281,https://www.canalshores.org/2023/08/14/construction-update-volume-2-august-11-2023/,jFHRuJoKooc,,,,Josh Lesnik,Patrick Karnick,newclubgolf/status/1622996191762960385,KemperSports
N America,USA,Illinois,Conway Farms,Once,Member,2024,,Jackson Kahn,,,Wadsworth,,,Renovate,Construction,,Tom Fazio,2022-10-14,42.2316305,-87.8944302,https://www.conwayfarmsgolfclub.org/project-conway-2023-taking-off-706c3006.html?LayoutID=74,,,,,,,,
N America,USA,Illinois,Elgin,Once,Member,2023,,David Esler,,,,,,Masterplan,Open,,,2023-12-23,42.030403,-88.3490847,https://www.elgincc.com/,,,,,,,,
N America,USA,Illinois,Idlewild,Once,Member,2026,,David Esler,,,,,,Masterplan,Drawing boards ,,Langford Moreau,2023-12-23,41.5426588,-87.6622552,https://www.idlewildcountryclub.com/,,,,,,,eslergolf/status/1735706243958784400,16th hole
N America,USA,Illinois,Indian Hill,Once,Member,2025,,Clayton DeVries Pont,,,,,,Renovate,Drawing boards ,,Colt Barker,2022-10-08,42.0920809,-87.7301845,https://indianhillclub.org/,,,,,,,,
N America,USA,Illinois,Knollwood,Once,Member,2023,,Drew Rogers,,,,,1925,Renovate,Open,,C.H. Alison,2022-10-21,42.272867,-87.882138,https://www.knollwoodclub.org/,,,,,,,,
N America,USA,Illinois,Maple Meadows Preserve,Govt.,Public,2026,,Greg Martin,,,,,,Renovate,Drawing boards ,,,2023-10-20,41.9475271,-87.9878412,https://www.dupageforest.org/what-we-do/projects/maple-meadows,,,,,,,,
N America,USA,Illinois,Medinah #3,Once,Member,2024,,Oglivy Cocking Mead,$23M,,,,,Renovate,Construction,,Bendelow,2023-11-16,41.966384,-88.050233,https://vimeo.com/867986648,,waupacasand,waupacasand,,Top 100,,MedinahTurf/status/1647192361728983040,Waupaca Sand
N America,USA,Illinois,Merit Club,Once,Member,2027,,Todd Quitno Nathan Crace,,,,,,Masterplan,Drawing boards ,,Bob Lohmann,2023-11-18,42.3355426,-87.95828,https://golfcoursearchitecture.net/content/chicagos-merit-club-hires-quitno-and-crace-for-renovation-plan,,,,,,,,
N America,USA,Illinois,Northmoor CC,Once,Member,2023,,Tyler Rae,,,Duininck,,,Renovate,Open,,Donald Ross,2023-05-16,42.166318,-87.7948618,https://www.northmoor.org/,,proangleohio,proangleohio,,White 9,,GCImagazine/status/1453480254941630466,Chasensky
N America,USA,Illinois,Olympia Fields South,Once,Member,2023,,Andy Staples,$4M,,Greenscape Methods,,,Renovate,Open,,Bendelow Smyers,2023-08-15,41.520974,-87.689352,https://www.ofcc.info,M5ItezpOXNw,,,,,Holes 5-7,buildsmartrgolf/status/1351343049616596993,Press
N America,USA,Illinois,Royal Fox,Once,Member,2026,,Sanford Ferris,,,,,,Masterplan,Drawing boards ,,,2023-01-03,41.9458124,-88.2721448,https://royalfoxcc.com/Golf/Course_Tour,,sanfordferrisgolfdesign,sanfordferrisgolfdesign,,,,,
N America,USA,Illinois,Skokie,Once,Member,2023,,Brian Schneider,,,Leibold,,,Renovate,Ongoing,,Langford Moreau,2022-08-25,42.1285554,-87.7645002,https://www.skokiecc.com/,,,,,,,scc1897/status/1562388111958900738,Donald Cross
N America,USA,Illinois,Southshore Jackson Park,Govt.,Public,2027,,Tiger Woods,,,,,,Renovate,Drawing boards ,,,2023-05-18,41.7774043,-87.5890337,https://fescue.github.io/Chicago-Jackson-Park-Golf/,,,,,Mark Rolfing,,,
N America,USA,Illinois,Springbrook,Govt.,Public,2023,,Greg Martin,$3.5M,,Wadsworth,,,Renovate,Open,,,2023-06-02,41.731551,-88.1939577,https://www.napervilleparks.org/news/June-14-ribbon-cutting-planned-at-springbrook-golf-course,,,,,Reid Neumann,,,
N America,USA,Illinois,Twin Orchard White,Holiday,Public,2023,,Drew Rogers,,,Wadsworth,,,Renovate,Open,,,2023-05-12,42.1821259,-88.0010506,https://www.twinorchardcc.org/,,,,,,,wadsworth_golf/status/1560608781704511488,Construction
N America,USA,Illinois,Urbana CC,Once,Member,2024,,Drew Rogers,,,,ETA Oct 2024,,Renovate,Drawing boards ,,Tom Bendelow,2023-10-27,40.1067091,-83.6621009,https://www.jdrewrogers.com/204/urbana-country-club,,,,,,,mowlikeachamp/status/1725221484291830150,RainBirdGolf
N America,USA,Illinois,Winnetka Golf Club,Holiday,Public,2024,,Rick Jacobson,,,Wadsworth,,,Renovate,Construction,,,2023-07-23,42.1036899,-87.7567138,https://vimeo.com/810275393,QlMTzY9tEh4,,,,,Kemper,firstcallgolf/status/1603195746454568960,Stormwater
N America,USA,Indiana,Crooked Stick,Once,Member,2025,,Tom Doak,,,,,,Renovate,Drawing boards ,,Pete Dye,2022-10-18,39.9463507,-86.1952445,https://www.crookedstick.org/,,,,,,,,
N America,USA,Indiana,Evansville CC,Once,Member,2023,,Beau Welling,$6.5M,,Heritage Links,,,Renovate,Open,,Diddel,2023-04-07,38.0127105,-87.561325,https://evansvillecountryclub.org/,mPBmiUEw234,titzer_shaping,titzer_shaping,,,Lewis Sharp,titzer_shaping/status/1620775294553722880,Joe Titzer
N America,USA,Indiana,Foster Park,Govt.,Public,2028,,Forrest Hills Smith,,,,,,Rebuild ,Drawing boards ,,,2022-09-09,41.0482229,-85.1638656,https://www.fortwayneparks.org/images/PDF/Golf/Master_Plan_Website_File_May_2022_Option_E.pdf,yoJt0KN1B40,,,,,Proposal,,
N America,USA,Indiana,Helfrich,Holiday,Public,2028,,RFP,,,,,,Renovate,Drawing boards ,,,2022-10-16,37.9954418,-87.6087995,https://reasite.mysocialpinpoint.com/evansville-5-year-parks-master-plan,,,,,Evansville,,,
N America,USA,Indiana,Meridian Hills CC,Once,Member,2023,,Jim Nagle Ron Forse,,,Aspen Golf,ETA Oct 2024,,Renovate,Open,,,2023-10-27,39.8824151,-86.1650502,https://www.meridianhillscc.org/Play/Golf/About,,,,,Irrigation Michael Kuhn,,,
N America,USA,Indiana,Otter Creek,Holiday,Public,2024,,Tom Kite,,,Billy Fuller,ETA April 2024,,Renovate,Construction,,RTJ Sr.,2023-09-20,39.2113007,-85.8015918,https://www.ottercreekgolf.com/,,,,,,,,
N America,USA,Indiana,Wooded View,Govt.,Public,2026,,Nathan Crace,,,,,,Masterplan,Drawing boards ,,,2023-07-17,38.3347324,-85.77099,https://www.fb.me/woodedviewgc/,,,,,,,,
N America,USA,Iowa,Bos Landen,Govt.,Public,2023,,David Hoekstra,,,,,,Renovate,Open,,Phelps,2023-03-12,41.3916878,-92.9520687,https://www.cityofpella.com/603/Bos-Landen-Golf-Course,,,,,,,hoekedongolf/status/1634625914129596416,Masterplan
N America,USA,Iowa,Cedar Rapids,Once,Member,2023,,Ron Prichard,,,,,,Renovate,Ongoing,,Donald Ross,2022-05-14,42.0027631,-91.6298906,https://www.cedarrapidscc.com/,,,,,,,,
N America,USA,Iowa,Elmwood,Once,Member,2023,,David Hoekstra,,,,,,Renovate,Open,,Tom Bendelow,2023-07-31,42.024525,-92.9368466,https://elmwoodcc.com/master-plan/,,,,,,,MidwestGolfJake/status/1685730864079028225,Landscape
N America,USA,Iowa,Legacy Course,Once,Member,2024,,Kevin Norby,,,,,,Renovate,Construction,,Tom Bendelow,2023-12-18,41.4884222,-93.6866141,https://www.legacyat19.com/about,,,,,,,,
N America,USA,Iowa,Wakonda,Once,Member,2024,,Rae Ryan,$6.5M,,Wadsworth,Spring 2024,1922,Restore,Construction,,Langford Moreau,2023-07-21,41.5504574,-93.6438659,https://fescue.github.io/Wakonda-Club/,HEgPqoekqCA,wakondaclubgrounds,Grounds,,Tree removal,Aaron Krueger,wakondagrounds/status/1672405068602015750,Green expansions
N America,USA,Kansas,Kansas City CC,Once,Member,2025,,Andrew Green,,,,,,Restore,Drawing boards ,,A.W. Tillinghast,2023-04-12,39.0214172,-94.6239228,https://www.kccc.com/web/pages/about,,,,,,,,
N America,USA,Kansas,Teradyne,Once,Member,2023,,Todd Clark,,,,,,Renovate,Open,,,2023-04-08,37.700039,-97.152340,https://terradynecountryclub.com/wp-content/uploads/2020/12/Renovation-Master-Plan-Revision-2017-12-20-1.pdf,,,,,Ron Whitten,,TerradyneCC/status/1570480248583770114,Fairway bunker
